132,607899999246
14,302799999713898
16,532700000330806
15,33640000037849
15,12430000025779
14,684699999168515
14,762000000104308
15,947099999524653
18,55960000026971
13,65059999935329
14,342899999581277
14,559500000439584
13,213299999944866
14,23560000024736
12,693500000052154
14,692400000058115
15,822800000198185
16,24710000026971
16,657700000330806
19,29260000027716
22,632000000216067
19,908400000073016
13,603199999779463
12,929299999959767
13,61049999948591
13,223799999803305
13,963500000536442
13,431300000287592
13,22759999986738
13,438000000081956
14,469099999405444
14,172600000165403
15,003599999472499
18,288900000043213
15,488499999977648
15,31220000050962
16,926799999549985
33,08349999971688
22,212099999189377
26,55240000039339
17,331500000320375
15,193500000052154
14,04579999949783
14,86600000038743
13,734400000423193
14,31140000000596
14,480100000277162
13,664199999533594
16,657700000330806
14,04009999986738
14,807000000029802
16,808299999684095
12,719899999909103
13,075400000438094
13,94660000037402
16,88619999960065
14,233500000089407
15,549800000153482
12,700100000016391
15,06070000026375
12,830799999646842
12,891099999658763
12,914200000464916
12,350899999961257
17,264200000092387
12,873999999836087
11,856300000101328
11,275100000202656
12,473600000143051
13,476599999703467
19,98739999998361
14,193500000052154
13,575600000098348
12,523699999786913
12,820000000298023
12,783499999903142
14,198900000192225
22,129499999806285
12,753500000573695
12,894499999471009
12,206199999898672
12,74239999987185
13,681200000457466
13,749699999578297
16,366200000047684
15,507699999958277
14,541900000534952
15,269500000402331
16,844600000418723
15,862199999392033
14,735399999655783
13,287100000306964
14,366899999789894
21,18819999974221
14,32660000026226
12,642500000074506
11,89740000013262
11,130599999800324
13,826100000180304
12,04839999973774
12,3691999996081
11,722199999727309
11,867999999783933
14,093999999575317
14,272300000302494
12,864699999801815
12,82979999948293
13,794499999843538
13,834299999289215
12,398999999277294
13,467399999499321
14,413499999791384
12,956500000320375
13,690999999642372
15,908799999393523
16,822500000707805
18,811999999918044
21,45160000026226
17,36739999987185
16,32400000002235
14,718700000084937
16,66700000036508
17,620799999684095
18,379900000058115
17,42850000038743
15,79550000000745
14,427499999292195
14,581100000068545
13,686599999666214
15,263000000268221
14,813100000843406
18,451299999840558
20,154000000096858
13,306000000797212
11,910299999639392
10,835199999623
11,233199999667704
11,115299999713898
11,306900000199676
11,483599999919534
13,541400000452995
12,318400000222027
12,738699999637902
12,856699999421835
14,863699999637902
12,003300000913441
12,56400000024587
13,705000000074506
16,187800000421703
13,056200000457466
14,753700000233948
15,546000000089407
13,553199999965727
12,077499999664724
14,383100000210106
14,355599999427795
13,604700000025332
13,836099999956787
13,456600000150502
12,582999999634922
12,78720000013709
13,679800000041723
12,742200000211596
12,978500000201166
15,303700000047684
13,315799999982119
12,4847999997437
13,110100000165403
13,48410000000149
12,778400000184774
13,532300000078976
13,824599999934435
14,834099999628961
12,917400000616908
14,505200000479817
13,263600000180304
12,815600000321865
12,405600000172853
13,046799999661744
16,071599999442697
17,024399999529123
14,670300000347197
15,290299999527633
15,570700000040233
16,4718000004068
15,522600000724196
22,23190000001341
13,987699999473989
13,431199999526143
13,526800000108778
14,957300000824034
15,440999999642372
19,333499999716878
15,860299999825656
15,629600000567734
16,732099999673665
16,765399999916553
16,41899999976158
15,712700000032783
13,937300000339746
12,839900000020862
13,11420000065118
13,103899999521673
17,883899999782443
10,911399999633431
12,441399999894202
12,233399999327958
12,195400000549853
11,980200000107288
11,206399999558926
12,69300000090152
13,842000000178814
13,189400000497699
11,463399999774992
11,414900000207126
11,697700000368059
12,118400000035763
11,974399999715388
15,839599999599159
12,190099999308586
12,720199999399483
12,917899999767542
13,163100000470877
13,707599999383092
13,037399999797344
14,943299999460578
16,332100000232458
11,841000000014901
11,91190000064671
12,012699999846518
12,304999999701977
11,760199999436736
12,35770000051707
22,52740000002086
14,495300000533462
15,248800000175834
13,940799999982119
14,665300000458956
15,28899999987334
20,292900000698864
13,207200000062585
13,343799999915063
12,690400000661612
12,35149999987334
12,605299999937415
12,580299999564886
14,683899999596179
12,644000000320375
12,716000000014901
12,848699999973178
13,355999999679625
15,189300000667572
13,038499999791384
12,156299999915063
13,306599999777973
16,464799999259412
12,686099999584258
12,915000000037253
12,78940000012517
12,245199999772012
12,320199999958277
12,362500000745058
12,542000000365078
13,132100000046194
16,18999999947846
14,115599999204278
12,301400000229478
12,746700000017881
11,988499999977648
13,11670000012964
14,034899999387562
16,432699999772012
14,538399999961257
16,734600000083447
16,9128999998793
19,18290000036359
16,149800000712276
15,095100000500679
16,456899999640882
15,184499999508262
13,256399999372661
13,169199999421835
13,409099999815226
14,989300000481308
12,179299999959767
13,329900000244379
18,829400000162423
12,735900000669062
17,26480000000447
15,085400000214577
14,949699999764562
15,669499999843538
19,260299999266863
30,69579999987036
20,699599999934435
11,312599999830127
11,126699999906123
11,781700000166893
11,93790000025183
11,775200000032783
11,56429999973625
11,141800000332296
11,951700000092387
12,512800000607967
12,75249999947846
14,49989999923855
18,82949999999255
15,027299999259412
15,27320000063628
16,08229999989271
22,647699999623
30,02309999987483
17,52449999935925
16,009999999776483
14,480099999345839
13,289499999955297
13,24390000011772
14,938999999314547
14,91579999960959
18,629399999976158
12,82109999936074
12,843500000424683
12,419400000013411
12,607799999415874
13,110299999825656
19,009999999776483
11,93819999974221
12,976300000213087
13,003100000321865
13,56900000013411
13,296299999579787
12,549500000663102
12,89269999973476
15,326599999330938
12,280199999921024
13,692799999378622
12,082400000654161
12,896800000220537
12,452899999916553
12,250900000333786
16,494900000281632
15,517099999822676
14,815899999812245
13,93720000050962
14,291100000031292
13,574200000613928
14,011900000274181
14,81319999974221
22,77820000052452
11,316200000233948
11,165199999697506
11,083300000056624
12,106499999761581
13,62459999974817
13,808999999426305
12,00679999962449
12,535099999979138
12,025600000284612
12,793100000359118
12,954900000244379
15,19539999961853
12,892500000074506
13,30420000012964
14,930800000205636
14,238000000827014
19,831899999640882
16,70519999973476
17,689799999818206
19,737099999561906
16,865399999544024
14,373999999836087
13,659700000658631
12,114599999971688
13,432099999859929
17,448599999770522
11,51509999949485
11,801400000229478
11,807700000703335
12,238699999637902
13,161799999885261
14,939900000579655
12,509800000116229
12,051599999889731
12,887999999336898
13,577200000174344
12,29050000011921
11,591500000096858
12,338800000026822
17,28370000049472
11,999099999666214
12,033999999985099
12,023400000296533
11,7179000005126
11,813500000163913
12,237399999983609
16,350000000558794
13,06940000038594
14,19429999962449
15,698700000531971
15,045199999585748
17,41509999986738
20,09129999950528
18,928199999965727
31,825600000098348
27,149500000290573
18,36739999987185
15,723199999891222
12,756699999794364
13,455299999564886
13,89560000039637
13,12390000000596
15,859300000593066
13,7577000008896
13,889400000683963
14,023199999704957
15,087199999950826
14,911400000564754
12,721300000324845
12,236399999819696
13,39879999961704
16,01780000049621
11,818400000222027
12,732100000604987
12,36710000038147
13,349099999293685
12,070299999788404
12,223900000564754
11,915400000289083
13,954900000244379
15,483199999667704
11,118800000287592
10,996399999596179
11,571399999782443
11,00719999987632
13,832399999722838
15,331300000660121
12,101699999533594
11,84429999999702
13,306200000457466
12,769400000572205
11,656899999827147
11,627199999988079
12,066599999554455
15,252100000157952
12,06870000064373
12,781999999657273
13,293300000019372
12,175199999473989
12,881400000303984
14,11739999987185
23,1875
19,224200000055134
16,284500000067055
16,016699999570847
17,295300000347197
18,988599999807775
15,294599999673665
17,601199999451637
30,40570000000298
12,685500000603497
11,361700000241399
11,26630000025034
10,769399999640882
10,869500000029802
11,046500000171363
13,237200000323355
11,645000000484288
12,080000000074506
13,761300000362098
12,968999999575317
14,384800000116229
12,112200000323355
12,25080000050366
15,62390000000596
15,871200000867248
12,123999999836087
12,198600000701845
14,324399999342859
12,219500000588596
12,727799999527633
12,162800000049174
15,43779999949038
12,326299999840558
14,016900000162423
15,17339999973774
12,649299999698997
13,918200000189245
12,868599999696016
12,650400000624359
14,903400000184774
12,381599999964237
12,644900000654161
12,093099999241531
12,430800000205636
11,826500000432134
12,759500000625849
14,126499999314547
13,77529999986291
14,543100000359118
12,733500000089407
12,91429999936372
13,13939999975264
12,796699999831617
13,62349999975413
21,10679999925196
14,63469999935478
14,425199999473989
13,907199999317527
13,793899999931455
15,253999999724329
15,297500000335276
18,457599999383092
12,571800000034273
13,386200000531971
12,788900000043213
12,764700000174344
13,697600000537932
12,867599999532104
13,237999999895692
13,52449999935925
13,268500000238419
13,288600000552833
15,114099999889731
14,160600000061095
13,48589999973774
13,041999999433756
14,719399999827147
16,303600000217557
12,909799999557436
13,902600000612438
15,62250000052154
12,368800000287592
14,19469999987632
13,050400000065565
13,553199999965727
14,251699999906123
16,84620000049472
14,872599999420345
14,603099999949336
12,694199999794364
14,026999999769032
14,11490000039339
17,810899999924004
12,71820000000298
13,092499999329448
13,349200000055134
13,690900000743568
13,574199999682605
15,682500000111759
15,560399999842048
15,965000000782311
11,305399999953806
12,14060000050813
12,622600000351667
13,076700000092387
12,004800000227988
14,90099999960512
16,565200000070035
16,390300000086427
13,853500000201166
13,556800000369549
12,580999999307096
12,784700000658631
14,131000000052154
24,755900000222027
25,32550000026822
13,127700000070035
14,341199999675155
12,32660000026226
12,238199999555945
13,199000000022352
11,855700000189245
12,449799999594688
12,38980000000447
12,093099999241531
12,094899999909103
12,767799999564886
15,413399999961257
11,989599999971688
11,459199999459088
11,944099999964237
15,233099999837577
16,53070000000298
11,412999999709427
11,91980000026524
11,25760000012815
11,119799999520183
11,141499999910593
11,026999999769032
11,261699999682605
12,175300000235438
15,978399999439716
12,188800000585616
12,081799999810755
12,409300000406802
12,189199999906123
13,302499999292195
14,519100000150502
11,50109999999404
11,973100000061095
12,446399999782443
13,471300000324845
12,116300000809133
12,264499999582767
12,544599999673665
17,594499999657273
14,034900000318885
12,518199999816716
12,547199999913573
12,278599999845028
12,809299999848008
12,508100000210106
21,34539999999106
13,068099999800324
15,207899999804795
14,682400000281632
16,260700000450015
15,668100000359118
20,835600000806153
22,375399999320507
12,485300000756979
12,907100000418723
13,051500000059605
14,925700000487268
13,221499999985099
12,914599999785423
13,014699999243021
12,861000000499189
12,371400000527501
12,552000000141561
13,05449999962002
14,909300000406802
14,052099999971688
13,01589999999851
14,30409999936819
16,35800000000745
12,80559999961406
14,07590000052005
13,527599999681115
14,033900000154972
12,467300000600517
12,695000000298023
12,881599999964237
13,43640000000596
17,40639999974519
13,159599999897182
13,175299999304116
12,595599999651313
13,203099999576807
13,617200000211596
16,43129999935627
14,579700000584126
13,411100000143051
12,550400000065565
13,187199999578297
13,298600000329316
12,860799999907613
12,838800000026822
16,286600000225008
12,58530000038445
13,31859999988228
13,360500000417233
13,29810000024736
13,762900000438094
13,655799999833107
16,190300000831485
12,970599999651313
17,170400000177324
14,438699999824166
15,113499999977648
16,657400000840425
16,698800000362098
25,120799999684095
22,099200000055134
13,529500000178814
12,86659999936819
13,312100000679493
13,052099999971688
13,480399999767542
23,050100000575185
14,78139999974519
13,374699999578297
13,544400000013411
12,809700000099838
14,702600000426173
14,402400000020862
13,41399999987334
14,085900000296533
14,133899999782443
15,545299999415874
13,347000000067055
12,611399999819696
14,384799999184906
14,041399999521673
12,988800000399351
13,48519999999553
12,829700000584126
14,121600000187755
17,194799999706447
16,202900000847876
12,110299999825656
14,22649999987334
14,688800000585616
12,583999999798834
15,979000000283122
12,402499999850988
12,771599999628961
13,035799999721348
12,914199999533594
13,401399999856949
13,358700000680983
