129,79580000042915
17,8277000002563
16,29480000026524
14,650100000202656
16,510999999940395
14,40390000026673
15,63120000064373
17,519399999640882
15,95479999948293
19,21970000024885
21,235299999825656
19,395299999974668
14,727799999527633
13,616500000469387
14,599899999797344
14,82920000050217
13,948800000362098
14,987599999643862
14,958200000226498
14,78289999999106
15,686300000175834
13,532399999909103
14,09499999973923
17,930699999444187
14,795099999755621
15,271800000220537
17,43790000025183
22,872700000181794
16,004900000058115
21,888199999928474
13,449599999934435
12,35120000038296
13,152400000020862
13,01480000000447
13,010600000619888
12,911600000225008
12,78940000012517
13,904199999757111
15,003600000403821
12,909400000236928
13,810899999924004
15,460900000296533
12,523599999956787
13,643799999728799
14,216599999926984
16,930399999953806
15,087899999693036
14,36600000038743
15,348699999973178
14,9695999994874
16,819099999964237
19,816700000315905
13,485799999907613
13,244300000369549
13,067700000479817
13,577899999916553
15,365799999795854
14,238700000569224
15,908100000582635
15,59320000000298
12,85910000000149
13,365800000727177
17,893600000068545
17,956500000320375
13,807799999602139
14,371100000105798
16,737199999392033
17,578300000168383
12,74309999961406
12,88120000064373
13,300400000065565
13,92119999974966
13,067299999296665
14,794900000095367
13,32149999961257
13,456799999810755
16,56359999999404
12,778599999845028
12,86089999973774
13,5320999994874
13,469200000166893
14,905900000594556
15,669600000604987
12,702600000426173
14,37540000025183
12,890100000426173
12,78139999974519
14,307699999772012
14,915199999697506
15,887300000526011
18,716799999587238
16,12860000040382
13,212500000372529
13,221800000406802
12,859000000171363
13,46750000026077
13,24750000052154
18,418200000189245
14,946299999952316
14,466000000014901
14,166299999691546
13,315200000070035
14,965200000442564
15,949699999764562
14,774999999441206
24,28319999948144
13,241600000299513
12,858900000341237
15,22470000013709
12,565399999730289
13,31859999988228
13,127700000070035
15,913900000043213
15,665400000289083
12,556099999696016
12,644299999810755
13,863299999386072
15,243000000715256
12,89919999986887
13,58490000013262
12,698499999940395
13,520100000314415
18,857499999925494
13,631199999712408
13,52419999986887
13,268799999728799
14,020399999804795
14,682699999772012
14,279500000178814
13,629499999806285
12,864300000481308
15,691499999724329
13,419900000095367
13,168200000189245
13,607799999415874
13,061499999836087
13,06429999973625
15,435500000603497
12,849799999967217
12,779399999417365
13,327899999916553
14,317999999970198
14,189500000327826
14,703000000678003
12,524100000038743
17,07329999934882
12,763500000350177
13,407500000670552
13,00650000013411
12,827899999916553
14,960199999623
16,710099999792874
27,383100000210106
18,077499999664724
18,783900000154972
18,083899999968708
14,185099999420345
13,716900000348687
12,997299999929965
13,420299999415874
13,129699999466538
15,016400000080466
13,616100000217557
37,20990000013262
27,569899999536574
20,595799999311566
14,63190000038594
18,376300000585616
21,32400000002235
21,413099999539554
22,59929999988526
25,356800000183284
18,297100000083447
22,612799999304116
15,889299999922514
13,45449999999255
13,143400000408292
13,79660000000149
